ip,app,device,os,channel,hour,day,target
148447,29,1,8,213,16,6,1
163997,9,1,13,244,16,6,1
153406,36,1,26,128,16,6,1
58011,35,1,10,274,16,6,1
145215,16,1,41,268,16,6,1
139566,15,1,19,130,16,6,1
73516,19,3033,21,213,16,6,1
203094,72,1,22,101,16,6,1
106178,35,1,1,274,16,6,1
10023,29,1,12,213,16,6,1
128828,34,1,19,243,16,6,1
169008,96,109,29,282,16,6,1
144623,35,1,13,274,16,6,1
89661,19,0,38,213,16,6,1
67628,19,0,0,213,16,6,1
143691,29,1,13,101,16,6,1
155816,5,1,41,113,16,6,1
106434,35,1,13,21,16,6,1
200626,29,1,19,213,16,6,1
192521,152,313,24,282,16,6,1
177616,19,0,0,213,16,6,1
208484,12,1,1,328,16,6,1
83276,35,1,8,274,16,6,1
159433,19,0,29,213,16,6,1
204866,9,1,25,134,16,6,1
33821,39,1,19,101,16,6,1
150769,84,0,38,101,16,6,1
178506,19,0,24,213,16,6,1
5328,29,1,13,101,16,6,1
179401,11,1,13,173,16,6,1
125217,35,1,9,21,16,6,1
34506,29,1,13,333,16,6,1
129195,150,1,19,110,16,6,1
151605,9,1,22,134,16,6,1
113980,1,1,19,134,16,6,1
100088,6,1,22,125,16,6,1
182425,19,0,21,213,16,6,1
202368,19,0,0,213,16,6,1
180539,35,1,13,274,16,6,1
133169,35,1,18,21,16,6,1
168400,175,1,23,101,16,6,1
43813,19,3098,0,213,16,6,1
152890,19,0,29,213,16,6,1
120195,8,1,27,145,16,6,1
106249,19,0,0,213,16,6,1
181836,19,73,24,333,16,6,1
62701,3,1,18,280,16,6,1
153198,29,1,18,213,16,6,1
168860,15,1,19,140,16,6,1
168979,167,1,18,213,16,6,1
161238,64,1,13,459,16,6,1
149726,20,1,19,259,16,6,1
124936,19,0,21,213,16,6,1
3756,35,1,13,274,16,6,1
192155,19,0,21,213,16,6,1
60355,35,1,19,21,16,6,1
191814,29,1,14,213,16,6,1
39107,8,1,17,145,16,6,1
142221,3,1,13,424,16,6,1
160726,19,0,29,213,16,6,1
89314,10,1,19,113,16,6,1
27946,19,0,24,213,16,6,1
149148,29,1,19,333,16,6,1
90950,35,1,9,274,16,6,1
18688,18,1,19,134,16,6,1
174500,34,1,37,243,16,6,1
112296,9,1,19,215,16,6,1
100485,0,343,0,101,16,6,1
171279,19,0,29,213,16,6,1
22792,107,1,19,171,16,6,1
67441,60,1,19,21,16,6,1
69893,19,0,24,213,16,6,1
5348,19,0,38,347,16,6,1
100103,35,1,19,274,16,6,1
31393,35,1,19,274,16,6,1
193652,19,37,24,213,16,6,1
14456,35,1,8,21,16,6,1
33629,36,1,17,110,16,6,1
89489,24,1,19,105,16,6,1
120481,29,1,19,213,16,6,1
153028,84,0,24,101,16,6,1
185800,19,16,0,213,16,6,1
65693,190,1,37,101,16,6,1
79827,29,2,35,343,16,6,1
181812,0,236,21,101,16,6,1
96937,36,1,22,110,16,6,1
190600,29,1,10,213,16,6,1
161972,9,1,22,134,16,6,1
151214,45,1,4,213,16,6,1
44050,8,1,13,145,16,6,1
13209,72,1,25,101,16,6,1
159948,19,616,24,213,16,6,1
92735,51,0,24,203,16,6,1
59371,19,97,24,333,16,6,1
23320,18,1,19,134,16,6,1
6481,3,1,19,115,16,6,1
199017,3,1,40,205,16,6,1
178582,3,1,15,213,16,6,1
4296,35,1,18,21,16,6,1
68855,155,1,3,213,16,6,1
201610,35,1,13,274,16,6,1
199251,19,0,24,347,16,6,1
4179,19,0,24,343,16,6,1
199212,29,1,13,213,16,6,1
6367,9,2,37,442,16,6,1
161224,154,1,22,243,16,6,1
176136,19,0,29,213,16,6,1
202750,8,1,13,145,16,6,1
190610,19,0,24,347,16,6,1
39684,19,0,29,347,16,6,1
211900,35,1,13,21,16,6,1
126648,5,1,8,113,16,6,1
191459,19,0,29,213,16,6,1
147690,34,1,19,243,16,6,1
129224,79,1,8,213,16,6,1
131572,19,211,29,213,16,6,1
210162,37,1,35,282,16,6,1
137451,79,1,22,213,16,6,1
208508,19,0,24,213,16,6,1
7775,35,1,18,21,16,6,1
171460,19,6,29,213,16,6,1
147421,19,458,76,333,16,6,1
171434,29,1,17,213,16,6,1
177373,208,1,19,113,16,6,1
35968,265,0,0,101,16,6,1
106507,12,1,13,135,16,6,1
123856,19,40,24,213,16,6,1
172786,8,1,19,145,16,6,1
197093,19,0,0,213,16,6,1
109882,19,0,29,213,16,6,1
136242,19,127,0,333,16,6,1
77730,35,1,17,21,16,6,1
106333,36,1,13,110,16,6,1
81356,19,0,24,213,16,6,1
206127,15,1,1,265,16,6,1
1091,19,0,29,347,16,6,1
77029,35,1,13,21,16,6,1
126874,19,88,24,213,16,6,1
100929,3,1,17,452,16,6,1
193353,18,1,19,121,16,6,1
160102,19,0,29,347,16,6,1
74957,19,0,0,333,16,6,1
153144,19,6,29,213,16,6,1
17391,35,1,10,21,16,6,1
123871,19,0,24,213,16,6,1
75979,35,1,41,274,16,6,1
158811,19,0,24,213,16,6,1
166628,18,1,19,121,16,6,1
206127,14,1,1,480,16,6,1
126721,29,1,19,213,16,6,1
173328,19,0,24,213,16,6,1
146990,3,1,53,282,16,6,1
198215,84,160,0,101,16,6,1
194913,8,1,14,145,16,6,1
175293,10,1,31,113,16,6,1
157285,29,1,13,101,16,6,1
50395,29,1,13,213,16,6,1
154544,35,1,19,21,16,6,1
20855,35,1,13,274,16,6,1
129967,15,1,14,245,16,6,1
35733,9,1,16,244,16,6,1
111910,60,1,22,21,16,6,1
167060,29,1,14,213,16,6,1
27561,60,1,19,21,16,6,1
84975,19,0,0,213,16,6,1
99924,8,1,13,145,16,6,1
14838,35,1,8,274,16,6,1
23136,64,1,19,459,16,6,1
196821,16,1,1,243,16,6,1
117787,19,0,29,213,16,6,1
146038,15,1,6,386,16,6,1
73487,11,1,13,319,16,6,1
24896,24,1,6,105,16,6,1
58097,35,1,17,21,16,6,1
208183,19,0,38,213,16,6,1
58741,35,1,19,274,16,6,1
40678,20,1,25,259,16,6,1
79857,26,1,13,121,16,6,1
164401,18,1,13,134,16,6,1
47864,19,0,0,213,16,6,1
202714,19,0,0,333,16,6,1
9633,8,1,19,145,16,6,1
26766,20,1,37,259,16,6,1
61178,35,1,14,274,16,6,1
206731,18,1,15,134,16,6,1
193019,3,1,1,489,16,6,1
206350,72,1,13,101,16,6,1
171134,279,1,13,101,16,6,1
200324,19,0,0,347,16,6,1
84644,20,1,19,478,16,6,1
175173,12,1,6,212,16,6,1
183281,8,1,13,145,16,6,1
139760,9,1,19,134,16,6,1
143897,29,1,13,213,16,6,1
146561,3,1,13,280,16,6,1
69691,8,1,19,145,16,6,1
191654,2,1,13,477,16,6,1
179143,29,1,19,213,16,6,1
90546,35,1,9,21,16,6,1
51373,19,0,0,213,16,6,1
92712,17,1,19,134,16,6,1
200669,35,1,18,21,16,6,1
111182,19,7,21,213,16,6,1
149737,19,381,21,333,16,6,1
14240,35,1,19,274,16,6,1
193795,19,0,24,213,16,6,1
157738,19,0,0,213,16,6,1
187207,19,0,29,347,16,6,1
194455,83,0,24,171,16,6,1
103322,35,1,22,21,16,6,1
170303,19,109,29,333,16,6,1
187124,79,1,18,213,16,6,1
189876,35,1,19,21,16,6,1
111324,35,1,22,21,16,6,1
134410,29,1,8,213,16,6,1
120740,35,1,15,21,16,6,1
32412,9,1,18,234,16,6,1
93054,115,1,19,203,16,6,1
40631,19,21,24,213,16,6,1
146312,51,795,24,203,16,6,1
182457,19,50,0,213,16,6,1
131479,19,0,21,213,16,6,1
92934,35,1,10,21,16,6,1
92915,35,1,19,21,16,6,1
156026,19,0,0,347,16,6,1
113839,481,1,14,213,16,6,1
4052,8,1,1,145,16,6,1
173136,84,35,24,101,16,6,1
86277,19,0,29,213,16,6,1
149820,108,1,19,243,16,6,1
28034,35,1,22,274,16,6,1
172428,19,0,24,213,16,6,1
81792,35,1,20,21,16,6,1
194029,45,1,41,282,16,6,1
177894,29,1,17,213,16,6,1
184780,19,558,29,333,16,6,1
100275,12,1,19,178,16,6,1
161643,18,1,13,107,16,6,1
35973,18,1,19,107,16,6,1
81408,3,1,8,280,16,6,1
166352,29,1,16,213,16,6,1
199268,29,1,19,101,16,6,1
15630,107,1,19,171,16,6,1
10456,20,1,8,259,16,6,1
190521,19,88,24,213,16,6,1
50223,18,1,19,107,16,6,1
190475,19,0,0,213,16,6,1
184434,19,0,24,213,16,6,1
131673,2,1,19,213,16,6,1
132943,83,0,24,171,16,6,1
208142,29,1,13,213,16,6,1
86349,19,0,24,210,16,6,1
166119,72,1,13,101,16,6,1
180227,108,1,19,243,16,6,1
212129,14,1,20,379,16,6,1
136763,19,0,24,213,16,6,1
155611,19,0,59,333,16,6,1
104809,35,1,18,21,16,6,1
133642,2,1,13,243,16,6,1
201182,202,1,6,421,16,6,1
50482,19,0,607,213,16,6,1
102394,12,1,17,265,16,6,1
85072,29,1,13,210,16,6,1
95145,18,1,19,134,16,6,1
185658,19,40,24,213,16,6,1
39007,15,1,19,140,16,6,1
107003,18,1,19,439,16,6,1
182346,29,1,19,213,16,6,1
123414,19,0,24,213,16,6,1
79857,10,1,3,377,16,6,1
77112,9,1,20,244,16,6,1
137139,19,0,50,213,16,6,1
56563,19,0,29,213,16,6,1
137311,145,381,21,320,16,6,1
195758,29,1,19,213,16,6,1
115615,35,1,19,21,16,6,1
52052,8,1,8,145,16,6,1
149687,19,0,21,213,16,6,1
88826,35,1,19,274,16,6,1
153889,72,1,13,101,16,6,1
111153,2,1,19,236,16,6,1
171101,19,0,29,213,16,6,1
206999,35,1,19,21,16,6,1
110985,35,1,13,21,16,6,1
175005,29,1,13,213,16,6,1
88332,35,1,17,274,16,6,1
187774,19,0,0,347,16,6,1
82987,72,1,20,101,16,6,1
92878,35,1,13,21,16,6,1
49404,35,1,41,274,16,6,1
105560,20,1,16,478,16,6,1
51952,35,1,19,21,16,6,1
179753,35,1,19,274,16,6,1
159521,19,203,24,213,16,6,1
42616,19,0,21,347,16,6,1
73516,11,1,19,219,16,6,1
7120,9,1,13,134,16,6,1
4989,9,1,13,134,16,6,1
39007,8,1,19,145,16,6,1
193070,29,1,13,213,16,6,1
135046,84,0,607,101,16,6,1
22085,19,0,29,213,16,6,1
21950,35,1,19,274,16,6,1
153220,51,0,0,203,16,6,1
171070,29,1,3,101,16,6,1
53960,120,7,21,213,16,6,1
77655,35,1,13,21,16,6,1
202883,0,343,0,101,16,6,1
93934,19,0,0,213,16,6,1
60037,11,1,19,319,16,6,1
113839,79,1,14,213,16,6,1
24254,35,1,19,274,16,6,1
13034,18,1,22,121,16,6,1
41586,19,338,0,282,16,6,1
161076,29,1,19,213,16,6,1
137944,19,0,21,213,16,6,1
71805,15,1,19,430,16,6,1
123912,35,1,13,21,16,6,1
142011,29,1,25,213,16,6,1
50924,9,1,25,215,16,6,1
148954,115,1,13,203,16,6,1
142818,9,1,8,134,16,6,1
77772,19,0,0,213,16,6,1
99912,35,1,10,21,16,6,1
210870,265,0,21,101,16,6,1
185280,35,1,25,274,16,6,1
5348,20,1,26,259,16,6,1
45745,128,1,19,243,16,6,1
155137,3,1,19,113,16,6,1
179660,2,1,19,108,16,6,1
30331,29,1,25,343,16,6,1
211065,84,0,21,101,16,6,1
37301,35,1,6,21,16,6,1
100901,20,1,13,259,16,6,1
44744,29,1,14,101,16,6,1
138580,19,18,0,333,16,6,1
40077,265,333,24,101,16,6,1
19366,19,0,24,347,16,6,1
147957,19,68,0,213,16,6,1
105475,9,1,19,134,16,6,1
88168,19,0,21,210,16,6,1
136270,84,89,21,101,16,6,1
135873,3,1,19,211,16,6,1
5729,202,1,13,421,16,6,1
176492,36,1,35,128,16,6,1
51719,19,0,24,213,16,6,1
144132,8,1,19,145,16,6,1
189377,107,1,19,171,16,6,1
206603,35,1,35,274,16,6,1
189708,29,1,41,213,16,6,1
198075,19,0,24,213,16,6,1
197824,29,1,1,101,16,6,1
101719,35,1,10,21,16,6,1
135909,19,0,24,213,16,6,1
100501,35,1,13,274,16,6,1
121867,15,1,18,245,16,6,1
75463,35,1,19,21,16,6,1
211241,5,1,6,113,16,6,1
93416,265,88,24,101,16,6,1
114299,9,1,22,134,16,6,1
145763,29,1,22,213,16,6,1
58072,35,1,19,274,16,6,1
22393,19,0,0,213,16,6,1
82588,35,1,25,274,16,6,1
133012,19,0,21,343,16,6,1
147541,29,1,17,213,16,6,1
68707,19,0,0,213,16,6,1
160239,29,1,19,213,16,6,1
91337,35,1,19,274,16,6,1
34562,19,0,0,213,16,6,1
180235,19,3379,76,213,16,6,1
66434,35,1,19,21,16,6,1
193809,2,1,13,213,16,6,1
89232,3,1,16,379,16,6,1
105932,29,1,13,213,16,6,1
180466,12,1,6,19,16,6,1
8486,35,1,18,21,16,6,1
66973,35,1,17,274,16,6,1
111599,35,1,10,21,16,6,1
142563,9,1,19,134,16,6,1
13597,20,1,22,259,16,6,1
197756,15,1,1,379,16,6,1
148699,15,1,6,386,16,6,1
149609,18,1,10,107,16,6,1
95177,8,1,25,145,16,6,1
186227,29,1,19,101,16,6,1
151584,11,1,28,330,16,6,1
201695,34,1,19,243,16,6,1
23233,2,1,10,213,16,6,1
138501,145,490,24,320,16,6,1
203306,10,1,19,101,16,6,1
165200,19,0,0,213,16,6,1
175467,19,129,24,333,16,6,1
161815,20,1,13,478,16,6,1
166326,39,1,19,101,16,6,1
197404,19,154,0,213,16,6,1
132682,8,1,13,145,16,6,1
91661,3,2,13,280,16,6,1
148948,19,0,24,213,16,6,1
147046,29,1,19,210,16,6,1
197311,19,0,24,347,16,6,1
185358,35,1,13,274,16,6,1
113643,72,1,19,101,16,6,1
181173,8,1,13,145,16,6,1
61178,9,1,13,134,16,6,1
164668,19,0,21,333,16,6,1
188848,1,1,22,213,16,6,1
122311,35,1,18,21,16,6,1
33641,10,1,13,113,16,6,1
158516,35,1,13,274,16,6,1
22990,35,1,14,274,16,6,1
45968,9,1,13,134,16,6,1
32542,32,1,19,376,16,6,1
152580,18,1,6,439,16,6,1
164901,36,1,40,128,16,6,1
143771,3,1,13,280,16,6,1
141067,5,1,48,113,16,6,1
145493,145,322,24,320,16,6,1
166427,84,0,21,101,16,6,1
190519,79,1,13,213,16,6,1
119483,29,1,13,343,16,6,1
49996,50,156,24,213,16,6,1
49365,19,132,21,213,16,6,1
191299,19,0,24,213,16,6,1
44744,2,1,16,205,16,6,1
159369,19,0,38,347,16,6,1
169507,29,1,19,213,16,6,1
175177,35,1,19,21,16,6,1
76004,35,1,15,274,16,6,1
175740,19,0,24,347,16,6,1
43783,50,73,24,213,16,6,1
140206,45,1,19,282,16,6,1
196606,72,1,10,101,16,6,1
97716,9,1,19,134,16,6,1
153608,19,381,21,282,16,6,1
167639,19,0,24,347,16,6,1
140337,29,1,6,213,16,6,1
132903,50,0,24,213,16,6,1
115320,35,1,17,21,16,6,1
134804,107,1,13,171,16,6,1
146151,8,1,13,145,16,6,1
73487,3,1,13,153,16,6,1
209585,19,40,24,213,16,6,1
188335,3,2,13,280,16,6,1
104889,10,1,13,317,16,6,1
139582,35,1,19,21,16,6,1
167785,3,1,17,442,16,6,1
147065,12,1,19,178,16,6,1
181033,12,1,1,178,16,6,1
184575,19,0,29,213,16,6,1
44494,3,1,19,153,16,6,1
61909,35,1,19,274,16,6,1
204931,10,1,8,113,16,6,1
103919,19,0,0,213,16,6,1
174025,79,1,13,213,16,6,1
25830,48,1,14,333,16,6,1
3964,50,0,38,213,16,6,1
173473,145,220,21,320,16,6,1
108913,122,1,22,21,16,6,1
176634,20,1,22,259,16,6,1
119369,3,1,6,402,16,6,1
69747,35,1,18,21,16,6,1
126416,29,1,22,282,16,6,1
38422,35,1,12,21,16,6,1
157445,19,0,24,213,16,6,1
77048,35,1,49,21,16,6,1
189062,19,0,0,213,16,6,1
82265,12,1,17,178,16,6,1
90891,20,1,19,259,16,6,1
93445,29,1,19,213,16,6,1
145071,29,1,19,213,16,6,1
180653,35,1,19,21,16,6,1
186644,19,50,0,213,16,6,1
156507,29,1,19,282,16,6,1
129462,230,154,24,213,16,6,1
99977,35,1,15,274,16,6,1
109743,3,1,22,137,16,6,1
187759,86,1,13,21,16,6,1
119626,29,1,12,347,16,6,1
137375,66,1,19,101,16,6,1
107210,35,1,13,21,16,6,1
93780,19,0,0,213,16,6,1
138095,29,1,17,213,16,6,1
135462,19,0,24,213,16,6,1
187667,19,0,0,333,16,6,1
130068,19,0,24,347,16,6,1
133892,72,1,27,101,16,6,1
100393,16,1,19,213,16,6,1
152525,19,0,0,213,16,6,1
170039,3,1,40,409,16,6,1
203879,14,1,40,134,16,6,1
41640,19,0,38,213,16,6,1
148283,19,0,24,213,16,6,1
164123,39,1,13,101,16,6,1
186468,34,1,13,243,16,6,1
141681,120,311,24,320,16,6,1
149911,96,0,24,213,16,6,1
174169,15,1,19,386,16,6,1
150450,19,0,24,213,16,6,1
102681,19,0,24,213,16,6,1
183227,19,234,38,213,16,6,1
123681,19,0,0,213,16,6,1
192570,19,0,24,213,16,6,1
76919,35,1,3,21,16,6,1
177197,15,1,18,430,16,6,1
196179,19,0,29,213,16,6,1
203135,236,1,13,213,16,6,1
173674,19,0,24,213,16,6,1
50197,29,1,19,343,16,6,1
174670,19,0,0,213,16,6,1
152076,35,1,19,21,16,6,1
188735,3,1,22,173,16,6,1
16119,19,67,24,213,16,6,1
188988,9,1,14,330,16,6,1
211127,3,1,6,213,16,6,1
191358,9,1,3,234,16,6,1
178810,29,1,10,213,16,6,1
179865,3,1,19,452,16,6,1
120613,35,1,13,21,16,6,1
135230,19,0,50,213,16,6,1
203419,19,0,29,213,16,6,1
69747,19,0,0,213,16,6,1
84758,32,1,19,376,16,6,1
4203,9,1,13,232,16,6,1
123221,9,1,22,134,16,6,1
4486,143,0,21,414,16,6,1
96178,35,1,13,274,16,6,1
139053,19,3033,0,333,16,6,1
78620,35,1,18,274,16,6,1
85329,29,1,18,343,16,6,1
200517,35,1,19,274,16,6,1
164891,8,1,6,145,16,6,1
166402,19,783,24,333,16,6,1
139065,19,0,38,213,16,6,1
79159,19,30,0,213,16,6,1
84464,35,1,19,274,16,6,1
193389,175,1,13,101,16,6,1
64428,9,1,13,466,16,6,1
192849,9,1,22,134,16,6,1
111726,9,1,19,442,16,6,1
201389,72,1,19,101,16,6,1
59076,19,0,0,213,16,6,1
55184,12,1,16,178,16,6,1
208699,1,1,6,135,16,6,1
41866,24,1,19,105,16,6,1
107937,167,1,3,213,16,6,1
207881,35,1,22,274,16,6,1
12531,66,1,16,101,16,6,1
41369,29,1,19,101,16,6,1
186310,35,1,13,274,16,6,1
112862,19,577,0,282,16,6,1
39374,18,1,8,107,16,6,1
60396,2,1,17,212,16,6,1
8391,29,1,19,213,16,6,1
195357,19,0,29,213,16,6,1
116831,45,1,13,411,16,6,1
193836,19,9,24,333,16,6,1
139523,84,133,38,101,16,6,1
100323,19,0,24,213,16,6,1
199808,11,1,22,122,16,6,1
133319,19,97,24,213,16,6,1
193334,19,397,50,213,16,6,1
151512,29,1,15,213,16,6,1
29107,96,0,24,213,16,6,1
33288,35,1,19,21,16,6,1
208699,3,1,6,489,16,6,1
47171,29,1,19,213,16,6,1
204106,17,1,19,280,16,6,1
142010,71,1,27,3,16,6,1
134014,8,1,35,145,16,6,1
69484,35,1,8,274,16,6,1
134183,19,0,29,213,16,6,1
60626,3,1,13,280,16,6,1
39,19,0,24,213,16,6,1
91461,29,1,19,213,16,6,1
114720,29,1,19,213,16,6,1
132607,19,276,38,333,16,6,1
1337,19,0,24,213,16,6,1
200896,14,1,6,442,16,6,1
119985,9,1,15,134,16,6,1
100600,35,1,25,274,16,6,1
193867,19,0,29,347,16,6,1
172454,84,737,29,101,16,6,1
131079,16,1,13,268,16,6,1
207910,10,1,22,203,16,6,1
210513,19,0,24,343,16,6,1
99331,35,1,22,274,16,6,1
79857,9,1,17,244,16,6,1
37506,19,6,29,213,16,6,1
201830,14,1,22,123,16,6,1
202187,29,1,6,213,16,6,1
185272,20,1,13,259,16,6,1
169061,19,0,21,213,16,6,1
128226,0,0,21,101,16,6,1
139588,2,1,19,237,16,6,1
188387,19,0,0,213,16,6,1
37338,14,1,41,123,16,6,1
156827,19,0,24,213,16,6,1
118324,35,1,3,21,16,6,1
167948,19,7,21,213,16,6,1
171524,35,1,25,274,16,6,1
20194,24,1,13,105,16,6,1
136221,1,1,6,17,16,6,1
190815,35,1,13,274,16,6,1
92766,19,0,24,333,16,6,1
73487,115,1,17,203,16,6,1
111102,35,1,9,21,16,6,1
161908,19,0,29,213,16,6,1
6369,19,0,24,210,16,6,1
98180,78,3033,67,224,16,6,1
60454,9,1,19,232,16,6,1
155624,361,1,19,225,16,6,1
56758,35,1,19,21,16,6,1
161625,3,1,25,409,16,6,1
67397,3,2,9,280,16,6,1
174975,15,1,1,315,16,6,1
203212,19,0,24,213,16,6,1
79950,19,67,24,213,16,6,1
201182,25,1,13,259,16,6,1
202610,9,1,19,244,16,6,1
144802,18,1,19,121,16,6,1
147153,19,0,24,213,16,6,1
127709,19,1086,24,213,16,6,1
204701,19,0,38,213,16,6,1
92735,29,1,16,213,16,6,1
85188,11,1,19,469,16,6,1
122416,35,1,13,274,16,6,1
86827,35,1,23,274,16,6,1
198309,19,494,0,213,16,6,1
152402,19,0,29,213,16,6,1
95929,29,1,17,213,16,6,1
130329,79,1,19,213,16,6,1
42077,51,0,50,203,16,6,1
108881,107,1,13,171,16,6,1
150307,158,1,19,347,16,6,1
149661,35,1,17,274,16,6,1
8742,3,1,13,424,16,6,1
97684,19,0,24,213,16,6,1
146363,19,73,24,213,16,6,1
209177,72,1,10,101,16,6,1
197093,10,1,25,113,16,6,1
16557,35,1,13,21,16,6,1
27595,72,1,19,101,16,6,1
47997,35,1,19,21,16,6,1
188511,16,1,25,268,16,6,1
163800,19,2886,76,213,16,6,1
40643,35,1,19,21,16,6,1
145614,10,1,28,113,16,6,1
16881,19,0,24,213,16,6,1
157726,19,0,24,210,16,6,1
130774,19,89,24,282,16,6,1
43871,19,231,24,213,16,6,1
1176,60,1,19,21,16,6,1
28627,35,1,22,274,16,6,1
29467,78,0,67,224,16,6,1
201950,48,1,10,213,16,6,1
212634,29,1,16,101,16,6,1
105304,39,1,13,101,16,6,1
205600,19,40,24,213,16,6,1
190239,9,1,19,334,16,6,1
5348,19,322,24,213,16,6,1
192060,19,454,0,213,16,6,1
191972,35,1,17,274,16,6,1
171575,2,1,40,469,16,6,1
48072,14,1,13,463,16,6,1
73839,10,1,14,377,16,6,1
147826,19,0,24,213,16,6,1
68384,19,0,29,347,16,6,1
110854,35,1,13,274,16,6,1
193402,19,67,24,333,16,6,1
44465,19,0,50,213,16,6,1
171575,14,1,40,439,16,6,1
132502,12,1,19,178,16,6,1
177684,72,1,16,101,16,6,1
128766,45,1,19,213,16,6,1
171575,3,1,40,424,16,6,1
30515,19,0,29,347,16,6,1
195729,35,1,20,274,16,6,1
180858,19,0,29,347,16,6,1
128872,2,1,40,469,16,6,1
151836,45,1,10,213,16,6,1
61706,35,1,17,21,16,6,1
158092,223,381,21,268,16,6,1
13234,2,1,17,377,16,6,1
182579,14,1,13,113,16,6,1
51672,35,1,9,21,16,6,1
69164,19,0,24,213,16,6,1
140005,35,1,13,274,16,6,1
110520,19,7,21,213,16,6,1
142698,2,1,13,477,16,6,1
211897,5,1,41,113,16,6,1
107393,35,1,13,21,16,6,1
144729,19,0,24,213,16,6,1
199047,19,0,29,213,16,6,1
166182,84,0,38,101,16,6,1
156186,3,1,28,205,16,6,1
157104,29,1,13,101,16,6,1
182110,35,1,13,274,16,6,1
15474,9,1,13,215,16,6,1
59062,35,1,13,274,16,6,1
37515,107,1,19,171,16,6,1
208223,72,1,10,101,16,6,1
177874,35,1,19,21,16,6,1
200137,29,1,26,213,16,6,1
155305,35,1,17,274,16,6,1
212570,20,1,19,259,16,6,1
203659,19,0,0,347,16,6,1
212734,35,1,22,274,16,6,1
197134,19,396,21,213,16,6,1
115468,20,1,18,478,16,6,1
155272,108,1,19,243,16,6,1
115715,9,1,19,244,16,6,1
4052,19,0,29,347,16,6,1
146317,35,1,19,21,16,6,1
95820,64,1,19,459,16,6,1
80466,18,1,18,107,16,6,1
11506,9,1,13,232,16,6,1
165004,12,1,22,245,16,6,1
58660,8,1,13,140,16,6,1
137455,15,1,19,245,16,6,1
154721,19,0,0,347,16,6,1
171464,19,0,24,213,16,6,1
166380,261,0,21,243,16,6,1
151356,19,0,24,347,16,6,1
187505,35,1,18,274,16,6,1
7441,35,1,13,21,16,6,1
174298,19,0,0,213,16,6,1
134669,105,1,20,451,16,6,1
109294,35,1,13,274,16,6,1
181762,29,1,13,343,16,6,1
203297,19,40,24,213,16,6,1
200780,19,88,24,213,16,6,1
57809,35,1,15,21,16,6,1
8413,265,0,0,101,16,6,1
137074,72,1,17,101,16,6,1
69886,19,33,29,213,16,6,1
110985,35,1,9,21,16,6,1
169424,3,1,1,173,16,6,1
152406,19,0,21,213,16,6,1
58678,10,1,49,113,16,6,1
205255,19,0,38,213,16,6,1
135070,19,472,21,213,16,6,1
201433,19,0,24,213,16,6,1
200146,83,0,38,171,16,6,1
1688,35,1,13,21,16,6,1
95666,265,1039,50,101,16,6,1
67658,19,0,0,347,16,6,1
205348,9,1,19,244,16,6,1
105359,10,1,19,113,16,6,1
100275,19,0,0,213,16,6,1
190051,19,0,50,213,16,6,1
129108,29,1,18,213,16,6,1
81571,11,1,17,481,16,6,1
164464,19,16,0,213,16,6,1
145613,3,1,6,115,16,6,1
163739,19,0,0,213,16,6,1
141288,19,0,21,213,16,6,1
139928,72,1,22,101,16,6,1
191759,14,1,12,379,16,6,1
183994,72,1,19,101,16,6,1
45137,8,1,13,145,16,6,1
201640,2,1,1,377,16,6,1
151814,19,1175,24,213,16,6,1
38251,19,37,24,213,16,6,1
154777,17,1,19,213,16,6,1
3682,78,0,67,224,16,6,1
173965,12,1,13,259,16,6,1
205863,29,1,18,101,16,6,1
146541,26,1,28,266,16,6,1
53964,29,1,19,213,16,6,1
81922,35,1,9,21,16,6,1
200314,51,0,24,203,16,6,1
111215,3,1,18,137,16,6,1
128625,3,1,6,442,16,6,1
130796,19,0,0,213,16,6,1
201818,19,0,21,213,16,6,1
64345,19,46,0,213,16,6,1
24254,35,1,23,21,16,6,1
148213,19,0,0,347,16,6,1
207218,19,33,29,213,16,6,1
179202,29,1,6,343,16,6,1
60556,192,37,21,320,16,6,1
124202,19,0,38,347,16,6,1
129839,19,234,38,213,16,6,1
80058,150,1,19,110,16,6,1
21807,265,0,24,101,16,6,1
127088,29,1,19,343,16,6,1
206446,20,1,13,259,16,6,1
177930,19,0,24,213,16,6,1
134390,19,0,0,213,16,6,1
176965,55,1,13,101,16,6,1
114957,29,1,35,213,16,6,1
202237,36,1,41,128,16,6,1
189405,29,1,6,213,16,6,1
203535,72,1,22,101,16,6,1
191806,19,0,0,210,16,6,1
66129,19,0,0,213,16,6,1
170112,19,0,24,333,16,6,1
175235,2,1,19,213,16,6,1
88710,19,0,21,213,16,6,1
162012,20,1,19,259,16,6,1
97684,20,1,22,259,16,6,1
152864,19,18,0,213,16,6,1
99221,18,1,19,134,16,6,1
97773,2,1,19,237,16,6,1
3437,9,1,22,215,16,6,1
144365,19,40,24,213,16,6,1
190760,72,1,25,101,16,6,1
123626,35,1,19,21,16,6,1
26951,35,1,19,21,16,6,1
19758,19,3033,0,213,16,6,1
103485,19,0,21,213,16,6,1
202265,19,0,38,210,16,6,1
160590,19,0,38,347,16,6,1
48629,35,1,13,274,16,6,1
167812,3,1,40,489,16,6,1
200327,29,1,20,210,16,6,1
183437,29,1,13,213,16,6,1
51675,9,1,10,244,16,6,1
97716,29,1,19,343,16,6,1
47748,19,0,50,213,16,6,1
